sample,model,variable,beta,se,p,n,r2
CHN_pooled,M1_k3f_FSTSsq,lnemp,0.006574968614745931,0.016472683533360087,0.6897872901631465,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,firm_age,0.011949992380562569,0.0021945014178183482,5.1681902982323956e-08,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,foreign_dummy,0.18894250649384242,0.07478855521333341,0.011525266407425898,4442,0.05619123841843443
CHN_pooled,M1_k3f_FSTSsq,wave_2024,0.5007069414814734,0.039655451502537825,1.5096601046507557e-36,4442,0.05619123841843443
CHN_pooled,M1_k30_FSTSsq,const,12.2919165520637,0.07019257440036918,0.0,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,FSTS,1.8838628049083694,0.32831688942508164,9.58347213348496e-09,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,FSTS_sq,-1.994735584717786,0.38143407703769533,1.6990625812962473e-07,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,k30,0.05531017792664761,0.025669012291554612,0.031181788090447606,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,FSTSsq_x_k30,0.09053829291931573,0.1705644042120526,0.5955463803033678,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,lnemp,-0.006543949322788826,0.017011634862437095,0.700478277068245,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,firm_age,0.01206125571518118,0.0023038409558365563,1.6473368527844548e-07,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,foreign_dummy,0.15141831610222112,0.07772513353570175,0.05139994603179128,4213,0.06139393170057994
CHN_pooled,M1_k30_FSTSsq,wave_2024,0.574058389368962,0.04472292379507299,1.0321423589931549e-37,4213,0.06139393170057994
CHN_2012,M4_wc_stress_FSTSsq,const,12.909047534051645,0.09203225846145106,0.0,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,FSTS,1.867066560216536,0.3758065720007783,6.759175727381432e-07,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,FSTS_sq,-1.8928111064383513,0.42692898421863096,9.26938885757689e-06,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,wc_stress_index_z,-0.20867416173454195,0.028393052957085056,1.9898011051765145e-13,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,FSTSsq_x_wcstress,0.05813686973079772,0.11467042315427384,0.612161150442154,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,lnemp,-0.1327681576871211,0.023458362442336615,1.5160530712492138e-08,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,firm_age,0.008862874305867982,0.0034222871592215257,0.009604515467378841,2619,0.048786131499819696
CHN_2012,M4_wc_stress_FSTSsq,foreign_dummy,0.08169711036619741,0.09158696639995746,0.3723839412807558,2619,0.048786131499819696
CHN_2024,M4_wc_stress_FSTSsq,const,12.392540174865303,0.08239715501204632,0.0,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,FSTS,1.2890587968050666,0.5712259361651173,0.024029757703400025,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,FSTS_sq,-1.365714933782228,0.7047352918880742,0.05263396750684644,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,wc_stress_index_z,-0.21376796547864194,0.03162329724545271,1.3815820704021385e-11,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,FSTSsq_x_wcstress,0.2589629691641987,0.18803392547911837,0.16844607080295004,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,lnemp,0.1154036044244319,0.023052995446889584,5.556888646492197e-07,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,firm_age,0.012511460087086389,0.0029538787681673805,2.279383935817782e-05,1934,0.07607755264376392
CHN_2024,M4_wc_stress_FSTSsq,foreign_dummy,0.2280465146304437,0.12287464341069368,0.06346379415977274,1934,0.07607755264376392
CHN_pooled,M4_wc_stress_FSTSsq,const,12.387414953673915,0.0667436799396645,0.0,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,FSTS,1.5980350620889343,0.3177549162728088,4.926756628807607e-07,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,FSTS_sq,-1.6326838352359367,0.3716345616827393,1.1166817693793274e-05,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,wc_stress_index_z,-0.1995582749195193,0.021011301794189596,2.1465229549745084e-21,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,FSTSsq_x_wcstress,0.11910038584588516,0.10321692627643575,0.24854762604405323,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,lnemp,-0.010797565396130972,0.01643135916142781,0.5110962994134671,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,firm_age,0.012059632593360676,0.0021376869322495104,1.686337939399169e-08,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,foreign_dummy,0.18126996205786036,0.07355779833714308,0.013727344954721868,4553,0.07580774707303661
CHN_pooled,M4_wc_stress_FSTSsq,wave_2024,0.42643862856634623,0.04061995270831584,8.799149072888338e-26,4553,0.07580774707303661
CHN_2012_only,M1_k1c_FSTSsq_2012only,const,12.77356012303595,0.08937358930200713,0.0,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,FSTS,2.007634735808165,0.3870582785724914,2.1381709337009806e-07,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,FSTS_sq,-2.0821394084882554,0.4640180525946895,7.216707328726669e-06,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,k1c_z,-0.043942834927406915,0.025014902133655353,0.07897470931819389,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,FSTSsq_x_k1c,-0.0037572443880016237,0.13675740598696343,0.9780818437171144,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,lnemp,-0.09821190290890511,0.023259347736735422,2.4163934509105267e-05,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,firm_age,0.007471785819180617,0.0035079176837910864,0.03317346908760899,2556,0.020635059143282786
CHN_2012_only,M1_k1c_FSTSsq_2012only,foreign_dummy,0.11412754240220058,0.09462536032851485,0.22777936140114297,2556,0.020635059143282786
CHN_2012_only,M1_k2c_FSTSsq_2012only,const,12.786043710082733,0.08971290180707014,0.0,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,FSTS,1.9957128691775587,0.3827090466110174,1.8411495065578488e-07,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,FSTS_sq,-1.9974815199415485,0.44190171590817534,6.178296517566131e-06,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,k2c_z,-0.03126346880526794,0.025946546653031657,0.22823484441806774,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,FSTSsq_x_k2c,0.12853224269058464,0.1266701319025876,0.31024862884699,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,lnemp,-0.10270871443399127,0.02346709983991821,1.204835440728207e-05,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,firm_age,0.008380309292056113,0.003472225159777078,0.015798955795133914,2565,0.020841769176513925
CHN_2012_only,M1_k2c_FSTSsq_2012only,foreign_dummy,0.09547126080409658,0.09447161001602113,0.312216776732299,2565,0.020841769176513925
